name,P_AGN,P_CV,P_HM-STAR,P_HMXB,P_LM-STAR,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_HMXB,e_P_LM-STAR,e_P_YSO,P_NS+LMXB,e_P_NS+LMXB,Class,Class_prob,Class_prob_e,conf_flag,ra,dec,PU_X,significance,F_b,HR_hms,P_inter,P_intra,G,J,W3,cp_counts,CSC_flags,GLON,GLAT,PU_TeV,TeV_extent,HESS,true_Class
2CXO J184025.8-053716,0.0,0.1122791164658634,0.1397991967871486,0.0930622489959839,0.0959638554216867,0.5192871485943775,0.0,0.0550351774724092,0.0475971351631178,0.0489216391225234,0.0409850407664591,0.0774674116959924,0.0396084337349397,0.02790713162978779,YSO,0.5192871485943775,0.0774674116959924,1.0,280.1075,-5.621291666666667,0.76,16.55,1.0376559405179237e-13,-0.3081224953734436,0.232,1.0,13.412504,11.45,9.449,9,,26.707516,-0.227319,24.493380000000002,extent,J1841-055,
2CXO J184004.8-054415,0.0695381526104417,0.191937751004016,0.0008785140562248,0.0181124497991967,0.0011696787148594,0.0561546184738955,0.0766719013228647,0.1383910058241771,0.0035664968385377,0.0205661429735019,0.0040551876691899,0.0431611703023022,0.6622088353413654,0.23112545763057168,NS+LMXB,0.6622088353413654,0.23112545763057168,0.0,280.0203333333333,-5.737719444444444,0.79,11.78,2.397535102881317e-13,0.987200884854145,,1.0,,,,0,,26.707516,-0.227319,24.493380000000002,extent,J1841-055,
2CXO J184003.4-054403,0.0687968540829986,0.0007028112449799,0.0110542168674698,0.0308935742971887,0.0013303212851405,0.056074297188755,0.0606374099491997,0.0085834966184831,0.0207967689868068,0.0255601511244166,0.0038648427321054,0.0461415835300581,0.8311479250334671,0.22685815794792735,NS+LMXB,0.8311479250334671,0.22685815794792735,1.0,280.01441666666665,-5.7343166666666665,0.81,6.4,7.818250422408758e-14,0.9913070312132254,,,,,,0,,26.707516,-0.227319,24.493380000000002,extent,J1841-055,
2CXO J183951.8-054835,0.0,0.0277710843373493,0.3387048192771084,0.0087449799196787,0.4159538152610442,0.1597690763052209,0.0,0.0262927432759266,0.1143512582712079,0.0140969801427584,0.1385002000089334,0.0585781862734382,0.0490562248995983,0.043829342697628074,LM-STAR,0.4159538152610442,0.1385002000089334,0.0,279.965875,-5.809930555555556,1.22,6.79,2.7260023956377012e-14,-0.5528342022723972,0.683,0.993,13.798618,12.008,,6,,26.707516,-0.227319,24.493380000000002,extent,J1841-055,
2CXO J183925.0-054512,0.0024598393574297,0.250140562248996,0.043152610441767,0.228054718875502,0.0505722891566265,0.3962474899598394,0.0079460108871932,0.0821980102296504,0.0236845008627676,0.0663558797826532,0.0296965185036378,0.0749626791145102,0.0293724899598393,0.02046582142555407,YSO,0.3962474899598394,0.0749626791145102,0.0,279.8542499999999,-5.753497222222222,0.73,12.46,2.710502975489598e-13,0.9692504603627591,,0.826,,15.297,,3,extent,26.707516,-0.227319,24.493380000000002,extent,J1841-055,
2CXO J183932.2-054420,1.004016064257028e-05,0.0017871485943775,0.1081626506024096,0.0049799196787148,0.0460943775100401,0.8378614457831325,0.0003168621252622,0.0047467392142235,0.0489809485125426,0.0087568837756863,0.0318303784690264,0.0596349437165699,0.00110441767068267,0.0034738112984350313,YSO,0.8378614457831325,0.0596349437165699,1.0,279.8842916666666,-5.738938888888889,0.79,14.9,1.8191662015343738e-13,0.5827217131665414,,0.355,13.742122,7.997,,8,extent,26.707516,-0.227319,24.493380000000002,extent,J1841-055,
2CXO J145919.9-605501,0.0036646586345381,0.021656626506024,0.0582730923694779,0.0374196787148594,0.0277409638554216,0.846285140562249,0.0061736997682164,0.0221907347740927,0.0345106453443851,0.0277437769616481,0.0239810890460351,0.062099409849034,0.0049598393574296,0.0073977323189130416,YSO,0.846285140562249,0.062099409849034,1.0,224.8329583333333,-60.917202777777774,0.72,8.78,9.873680846175681e-14,0.22689807263641232,,0.573,13.661638,10.664,8.854,9,,317.954498,-1.704478,22.38606,extent,J1458-608,
2CXO J145930.2-605320,,,,,,,,,,,,,,,,,,,224.87604166666665,-60.88896388888889,0.74,3.88,2.7959572781291718e-14,0.629997395815851,,0.7,,,,0,,317.954498,-1.704478,22.38606,extent,J1458-608,NS
2CXO J180055.6-240301,0.0101104417670682,0.0357178714859437,0.3096987951807228,0.0171234939759036,0.0099096385542168,0.1751807228915662,0.0187723160707174,0.02424045627644,0.0819866985078389,0.0151403421375201,0.0105759691322027,0.0500880377686839,0.4422590361445782,0.09494675974954966,NS+LMXB,0.4422590361445782,0.09494675974954966,0.0,270.2319166666666,-24.05046666666667,1.12,8.12,1.5416180961047227e-14,0.7063030725319274,,0.511,,15.212,,4,extent|conf,5.958516,-0.422026,18.98484,extent,J1800-240,
2CXO J180050.1-240431,0.0125502008032128,0.0296987951807228,0.4222439759036144,0.0042369477911646,0.1453363453815261,0.3146536144578313,0.0117393163215892,0.0225120769052336,0.108121278052444,0.0066287087141744,0.0803760778700106,0.091528645580479,0.0712801204819276,0.03875324586801015,HM-STAR,0.4222439759036144,0.108121278052444,0.0,270.20895833333327,-24.075347222222224,1.21,6.26,5.029967579182761e-15,-0.4393900085992996,,0.493,13.445678,,5.211,6,,5.958516,-0.422026,18.98484,extent,J1800-240,
2CXO J180048.0-240519,0.1520281124497992,0.0058785140562249,0.043504016064257,0.0019176706827309,0.0052008032128514,0.4884086345381526,0.0916764751357621,0.0101993348980517,0.0649253222656015,0.0044198329848597,0.009202350549485,0.1334473441249883,0.3030622489959838,0.11778486384881501,YSO,0.4884086345381526,0.1334473441249883,0.0,270.2002083333333,-24.08873611111111,0.93,6.18,1.3906870776217231e-14,0.7473221871576289,,,,,,2,,5.958516,-0.422026,18.98484,extent,J1800-240,
2CXO J180043.3-240149,1.004016064257028e-05,0.2050803212851405,0.1342486613119143,0.0017670682730923,0.0178363453815261,0.3020281124497992,0.0003168621252622,0.0964680233418836,0.061224171604053,0.0045379427565435,0.0172350678010771,0.0919219857825233,0.3390294511378848,0.10718880504088026,NS+LMXB,0.3390294511378848,0.10718880504088026,0.0,270.18045833333326,-24.030438888888888,0.72,17.75,5.835002115439197e-14,0.18772951470588237,,1.0,15.487852,,,3,,5.958516,-0.422026,18.98484,extent,J1800-240,
2CXO J180041.1-240408,0.0001204819277108,0.0010341365461847,0.0541415662650602,0.0289759036144578,0.0474799196787148,0.865758032128514,0.0013395949919235,0.0032384063574712,0.0353807863020791,0.0209271390166899,0.0470829973727414,0.0623759285949587,0.0024899598393574,0.00509890869218733,YSO,0.865758032128514,0.0623759285949587,1.0,270.17141666666663,-24.069144444444444,0.74,7.57,1.9566870767203563e-14,0.8367781147836765,,0.119,20.818832,13.334,,6,extent,5.958516,-0.422026,18.98484,extent,J1800-240,
2CXO J180042.4-240119,0.0264909638554216,0.0018373493975903,0.1022807898259705,0.0001807228915662,3.514056224899599e-05,0.0170799866131191,0.0730922245187557,0.0100018918111233,0.1229127439692076,0.0015425195989301,0.0005704358558589,0.0265291547630111,0.852095046854083,0.26986973183661483,NS+LMXB,0.852095046854083,0.26986973183661483,0.0,270.177,-24.022169444444444,0.75,9.66,3.0050776730168835e-14,0.8502017601489009,,,,,,0,,5.958516,-0.422026,18.98484,extent,J1800-240,
